Material_Number,Material_Description,Material_Group,Material_Group_Desc,Material_Type,Base_UoM,Created_Date,Created_By,Plant,Industry_Sector,Deletion_Flag,HSN_SAC_Code,Classification,Standard_Price
M2178239,WELDING ELECTRODE E7018 — Var 1,3030215,WELDING ELECTRODE E7018,HALB,KG,05-11-2020,USER001,ANG,M,,97521454,C,449867.6
M2632397,REFRACTORY CASTABLE HIGH ALUMINA — Var 5,2020102,REFRACTORY CASTABLE HIGH ALUMINA,HALB,KG,30-07-2021,USER012,BPS,M,,89096617,A,371545.22
M8634354,STATIONERY OFFICE SUPPLIES — Var 8,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,26-05-2020,USER003,,M,,86065869,B,4470.11
M3906710,PPE HELMET SAFETY — Var 1,3030211,PPE HELMET SAFETY,HALB,KG,01-08-2021,USER010,,M,,83752989,B,144050.9
M8669851,VALVE PNEUMATIC ACTUATOR — Var 6,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,25-07-2019,USER004,,M,,76438491,C,386295.83
M5094640,HOUSEKEEPING SERVICES MONTHLY — Var 7,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,17-12-2020,USER010,ANG,M,,97373852,C,73903.83
M5685733,BEARING MECHANICAL SPARE TIMKEN — Var 3,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,03-05-2019,USER011,,M,,75913090,C,351908.9
M6318040,LANCE PIPE BOF — Var 7,2020108,LANCE PIPE BOF,HALB,KG,05-11-2023,USER003,,M,X,91022950,C,264332.09
M6509086,LANCE PIPE BOF — Var 9,2020108,LANCE PIPE BOF,HALB,KG,08-08-2020,USER011,VSP,M,,90470592,A,406674.15
M6579839,HYDRAULIC HOSE INDUSTRIAL — Var 3,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,29-12-2023,USER007,DOL,M,,89913776,B,46452.3
M2698894,IRON ORE FINES OPEN MARKET — Var 2,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,01-04-2022,USER006,DOL,M,,87043847,B,130896.84
M7994965,PPE SAFETY BOOTS — Var 7,3030212,PPE SAFETY BOOTS,HALB,KG,13-04-2024,USER011,,M,,78674401,C,383317.03
M5768435,REFRACTORY CASTABLE HIGH ALUMINA — Var 12,2020102,REFRACTORY CASTABLE HIGH ALUMINA,HALB,KG,29-06-2023,USER011,KLN,M,,79712197,C,343960.28
M4784936,HYDRAULIC OIL ISO 68 — Var 12,3030204,HYDRAULIC OIL ISO 68,HALB,KG,10-02-2020,USER009,JSR,M,,87582702,B,374047.05
M1178828,PPE SAFETY BOOTS — Var 1,3030212,PPE SAFETY BOOTS,HALB,KG,19-02-2020,USER012,KLN,M,,97484671,C,67427.2
M2877291,CONVEYOR BELT INDUSTRIAL — Var 2,3030209,CONVEYOR BELT INDUSTRIAL,HALB,KG,08-11-2019,USER008,,M,,77389690,C,209908.16
M2148409,PPE SAFETY BOOTS — Var 7,3030212,PPE SAFETY BOOTS,HALB,KG,28-11-2021,USER009,ANG,M,,99784438,B,203552.07
M2207544,PUMP CENTRIFUGAL 5HP — Var 2,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,12-07-2022,USER007,ANG,M,,79922002,C,338852.68
M3015351,SILICO MANGANESE SiMn70 — Var 3,1010011,SILICO MANGANESE SiMn70,HALB,KG,09-07-2019,USER010,ANG,M,,72331039,A,398589.3
M2272230,HOUSEKEEPING SERVICES MONTHLY — Var 7,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,03-12-2019,USER008,VSP,M,,81682915,C,85745.89
M2630644,INDUCTION MOTOR 30KW SPARE — Var 8,3030207,INDUCTION MOTOR 30KW SPARE,ERSA,EA,13-11-2023,USER012,DOL,M,,84801098,A,461234.32
M3024786,NITROGEN GAS LIQUID — Var 5,1010015,NITROGEN GAS LIQUID,HALB,KG,22-08-2020,USER007,ANG,M,,97407734,B,494010.95
M8537145,PUMP CENTRIFUGAL 5HP — Var 8,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,17-06-2021,USER002,JSR,M,,81598874,A,35262.9
M6107738,PELLET FEED IRON ORE — Var 8,1010008,PELLET FEED IRON ORE,ROH,TON,17-09-2019,USER004,DOL,M,,85557125,C,494196.87
M1818836,PPE HELMET SAFETY — Var 5,3030211,PPE HELMET SAFETY,HALB,KG,02-06-2021,USER003,KLN,M,,86093698,C,352521.41
M4020434,BEARING MECHANICAL SPARE SKF — Var 9,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,11-12-2020,USER001,ANG,M,,83534387,A,255601.88
M8978136,BEARING MECHANICAL SPARE SKF — Var 9,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,12-11-2023,USER011,DOL,M,,98659779,B,129118.32
M2083806,SECURITY CONTRACT PLANT — Var 3,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,11-04-2024,USER002,,M,,75933072,C,315933.4
M2156204,CONTRACT LABOUR PLANT MAINTENANCE — Var 9,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,13-07-2019,USER012,VSP,M,,75397196,A,446351.58
M1210447,SECURITY CONTRACT PLANT — Var 9,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,12-11-2022,USER003,,M,,96908163,C,478916.42
M6125594,COAL THERMAL GRADE A 5K — Var 12,1010001,COAL THERMAL GRADE A 5K,ROH,TON,23-04-2024,USER008,,M,,96354075,C,142820.71
M1957927,HYDRAULIC HOSE INDUSTRIAL — Var 9,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,15-12-2020,USER007,VSP,M,,74160105,C,88662.8
M2788084,VALVE PNEUMATIC ACTUATOR — Var 3,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,05-03-2022,USER005,,M,,99050841,B,51688.39
M7732273,PPE SAFETY BOOTS — Var 10,3030212,PPE SAFETY BOOTS,HALB,KG,09-12-2019,USER011,,M,,97337738,B,386083.12
M7698735,WELDING ELECTRODE E7018 — Var 5,3030215,WELDING ELECTRODE E7018,HALB,KG,05-08-2023,USER009,,M,,89065003,B,88563.73
M6251305,HYDRAULIC HOSE INDUSTRIAL — Var 2,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,26-06-2023,USER002,VSP,M,,95909916,A,232200.73
M6928842,CONTRACT LABOUR PLANT MAINTENANCE — Var 5,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,12-03-2022,USER001,,M,,94956744,A,350818.88
M1552116,TONER CARTRIDGE LASER — Var 3,3030214,TONER CARTRIDGE LASER,HALB,KG,08-05-2020,USER004,VSP,M,,90261975,B,193801.26
M1412187,BACKUP ROLL FORGED — Var 1,2020111,BACKUP ROLL FORGED,ROH,TON,31-05-2022,USER009,,M,,91738546,C,179224.96
M8211135,BEARING MECHANICAL SPARE TIMKEN — Var 12,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,08-01-2022,USER012,,M,,94482308,B,443890.2
M6860411,PPE SAFETY BOOTS — Var 4,3030212,PPE SAFETY BOOTS,HALB,KG,01-11-2021,USER006,BPS,M,,89716699,C,284786.4
M1806353,VALVE PNEUMATIC ACTUATOR — Var 9,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,24-09-2021,USER009,DOL,M,,98492793,C,404525.15
M2214852,HYDRAULIC HOSE INDUSTRIAL — Var 5,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,16-08-2020,USER003,KLN,M,,96646204,C,441698.06
M8389948,STATIONERY OFFICE SUPPLIES — Var 2,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,05-04-2023,USER008,ANG,M,,83654957,C,404521.05
M6339008,GREASE INDUSTRIAL EP2 — Var 6,3030205,GREASE INDUSTRIAL EP2,HALB,KG,17-02-2022,USER006,ANG,M,,84491396,B,183700.31
M3756234,HYDRAULIC HOSE INDUSTRIAL — Var 5,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,25-01-2023,USER004,,M,,74441196,C,165957.5
M6049211,PELLET FEED IRON ORE — Var 10,1010008,PELLET FEED IRON ORE,ROH,TON,19-02-2020,USER002,VSP,M,,89151048,B,329062.07
M8425510,PPE HELMET SAFETY — Var 8,3030211,PPE HELMET SAFETY,HALB,KG,18-04-2019,USER011,ANG,M,,92793478,B,34903.84
M7893099,BEARING MECHANICAL SPARE TIMKEN — Var 4,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,28-01-2024,USER009,KLN,M,,73375413,B,226176.16
M1982410,SILICO MANGANESE SiMn70 — Var 9,1010011,SILICO MANGANESE SiMn70,HALB,KG,05-08-2020,USER006,BPS,M,,94693713,C,330315.91
M4468370,COAL THERMAL GRADE A 5K — Var 6,1010001,COAL THERMAL GRADE A 5K,ROH,TON,11-03-2023,USER002,,M,,92440456,C,235786.15
M7582845,WELDING ELECTRODE E7018 — Var 1,3030215,WELDING ELECTRODE E7018,HALB,KG,26-12-2020,USER012,VSP,M,,82713871,C,287325.57
M7972504,NITROGEN GAS LIQUID — Var 3,1010015,NITROGEN GAS LIQUID,HALB,KG,23-10-2021,USER008,,M,,98556116,C,935.63
M1343368,STATIONERY OFFICE SUPPLIES — Var 6,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,22-06-2021,USER008,DOL,M,,80777281,C,166260.34
M5711903,IRON ORE FINES OPEN MARKET — Var 12,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,02-04-2024,USER001,VSP,M,,98371551,C,482723.46
M2509328,HOUSEKEEPING SERVICES MONTHLY — Var 3,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,23-12-2019,USER011,KLN,M,,89834990,C,254098.49
M5482069,STATIONERY OFFICE SUPPLIES — Var 4,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,10-06-2019,USER002,BPS,M,,91508388,B,151086.49
M6995842,BEARING MECHANICAL SPARE TIMKEN — Var 9,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,17-02-2021,USER010,ANG,M,,91077552,A,57151.0
M2163517,LUBRICATION OIL TURBINE — Var 10,3030206,LUBRICATION OIL TURBINE,HALB,KG,01-05-2024,USER009,DOL,M,,78315442,B,106043.74
M2662633,MOULD FLUX POWDER — Var 5,2020107,MOULD FLUX POWDER,HALB,KG,28-03-2024,USER007,KLN,M,,78874641,C,192568.97
M2053057,SLIDE GATE PLATE — Var 9,2020104,SLIDE GATE PLATE,HALB,KG,04-03-2023,USER001,,M,,87453181,C,426512.78
M3791930,PELLET FEED IRON ORE — Var 10,1010008,PELLET FEED IRON ORE,ROH,TON,20-11-2020,USER001,DOL,M,,85874000,B,204996.86
M7778441,FERRO CHROME HIGH CARBON — Var 12,1010013,FERRO CHROME HIGH CARBON,HALB,KG,25-04-2024,USER012,JSR,M,X,82110420,B,274216.94
M5038263,PPE SAFETY BOOTS — Var 1,3030212,PPE SAFETY BOOTS,HALB,KG,14-11-2022,USER003,VSP,M,,99839293,C,23794.64
M9838679,PPE SAFETY BOOTS — Var 2,3030212,PPE SAFETY BOOTS,HALB,KG,30-04-2023,USER012,DOL,M,,88525119,B,84739.5
M8255994,TONER CARTRIDGE LASER — Var 4,3030214,TONER CARTRIDGE LASER,HALB,KG,24-01-2024,USER011,BPS,M,,91062964,C,343116.5
M9851923,HYDRAULIC HOSE INDUSTRIAL — Var 2,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,01-04-2019,USER005,DOL,M,,89811631,C,66559.49
M8076079,STATIONERY OFFICE SUPPLIES — Var 9,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,10-11-2022,USER001,VSP,M,,83433429,A,185047.68
M8530668,TONER CARTRIDGE LASER — Var 9,3030214,TONER CARTRIDGE LASER,HALB,KG,22-05-2024,USER006,,M,,94854098,C,94323.32
M8986040,COAL THERMAL GRADE A 5K — Var 3,1010001,COAL THERMAL GRADE A 5K,ROH,TON,21-02-2019,USER008,,M,,85470221,B,371810.79
M2249717,PPE SAFETY BOOTS — Var 4,3030212,PPE SAFETY BOOTS,HALB,KG,02-10-2019,USER011,,M,,93318735,B,318053.38
M6007564,PPE HELMET SAFETY — Var 4,3030211,PPE HELMET SAFETY,HALB,KG,19-12-2019,USER005,,M,,72486941,B,303421.09
M7111401,STATIONERY OFFICE SUPPLIES — Var 9,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,04-11-2023,USER007,KLN,M,,80702371,B,238517.44
M3856783,HOUSEKEEPING SERVICES MONTHLY — Var 12,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,03-04-2019,USER005,,M,,89656088,C,70222.89
M2046423,PPE HELMET SAFETY — Var 9,3030211,PPE HELMET SAFETY,HALB,KG,15-02-2024,USER007,,M,,72622156,C,326240.67
M4636232,LUBRICATION OIL TURBINE — Var 3,3030206,LUBRICATION OIL TURBINE,HALB,KG,17-05-2020,USER001,,M,,98678532,C,274492.79
M4246832,PELLET FEED IRON ORE — Var 10,1010008,PELLET FEED IRON ORE,ROH,TON,06-05-2022,USER011,JSR,M,,74124300,C,82592.24
M3441773,LANCE PIPE BOF — Var 8,2020108,LANCE PIPE BOF,HALB,KG,23-02-2019,USER011,,M,,88511986,B,170392.68
M7622163,BEARING MECHANICAL SPARE SKF — Var 9,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,10-04-2022,USER005,JSR,M,,96488793,C,38214.42
M6589390,STATIONERY OFFICE SUPPLIES — Var 2,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,15-04-2024,USER005,,M,,76906166,C,245933.33
M7874707,CONTRACT LABOUR PLANT MAINTENANCE — Var 8,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,31-10-2019,USER011,,M,,76009696,A,120194.47
M6500539,LUBRICATION OIL TURBINE — Var 10,3030206,LUBRICATION OIL TURBINE,HALB,KG,15-08-2022,USER001,DOL,M,,88953171,C,480389.52
M9823962,PPE SAFETY BOOTS — Var 7,3030212,PPE SAFETY BOOTS,HALB,KG,17-01-2020,USER002,,M,,79549508,C,476770.77
M6569133,HYDRAULIC HOSE INDUSTRIAL — Var 6,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,03-12-2019,USER004,,M,,76811515,C,421118.48
M7803401,GRAPHITE ELECTRODE 600MM — Var 10,2020109,GRAPHITE ELECTRODE 600MM,HALB,KG,09-01-2021,USER005,DOL,M,,77485827,A,170869.03
M5201454,HYDRAULIC HOSE INDUSTRIAL — Var 12,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,22-09-2020,USER012,,M,,77711634,C,277176.85
M5844534,SECURITY CONTRACT PLANT — Var 9,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,12-06-2019,USER003,,M,,92211786,C,210652.16
M5321271,PELLET FEED IRON ORE — Var 6,1010008,PELLET FEED IRON ORE,ROH,TON,20-07-2023,USER002,,M,X,91629873,A,385403.59
M5595391,LIMESTONE LUMPS BLAST FURNACE — Var 2,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,07-07-2021,USER003,,M,,81395701,B,154979.07
M9415472,HYDRAULIC HOSE INDUSTRIAL — Var 7,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,10-06-2021,USER005,VSP,M,,82573577,B,424037.8
M6350413,COAL THERMAL GRADE A 5K — Var 4,1010001,COAL THERMAL GRADE A 5K,ROH,TON,30-10-2022,USER002,DOL,M,,77251959,C,139831.47
M1683648,PUMP CENTRIFUGAL 5HP — Var 12,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,14-10-2022,USER012,,M,,89871896,C,2917.91
M5607997,HYDRAULIC OIL ISO 68 — Var 7,3030204,HYDRAULIC OIL ISO 68,HALB,KG,19-03-2020,USER002,,M,,83514531,C,1883.68
M3345621,HYDRAULIC OIL ISO 68 — Var 9,3030204,HYDRAULIC OIL ISO 68,HALB,KG,21-03-2021,USER003,ANG,M,,76822937,C,111233.06
M9176000,SILICO MANGANESE SiMn70 — Var 8,1010011,SILICO MANGANESE SiMn70,HALB,KG,09-05-2020,USER004,,M,,74326582,C,257128.99
M8134514,HOUSEKEEPING SERVICES MONTHLY — Var 11,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,16-11-2020,USER001,DOL,M,,73089397,A,403928.24
M2943959,HYDRAULIC HOSE INDUSTRIAL — Var 8,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,19-06-2022,USER004,BPS,M,,81914002,B,394436.06
M1828393,IRON ORE FINES OPEN MARKET — Var 2,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,21-03-2023,USER002,KLN,M,,76553207,A,355545.0
M2694182,CIVIL CONSTRUCTION PROJECT WORK — Var 8,4040306,CIVIL CONSTRUCTION PROJECT WORK,HALB,KG,22-06-2020,USER004,,M,,85678558,C,354215.74
M4775141,DOLOMITE LUMPS — Var 7,1010006,DOLOMITE LUMPS,HALB,KG,21-10-2019,USER004,,M,,88891318,B,130071.85
M2161721,REFRACTORY MORTAR — Var 1,2020103,REFRACTORY MORTAR,HALB,KG,04-04-2019,USER011,VSP,M,X,93120002,B,149847.87
M3432381,PPE SAFETY BOOTS — Var 1,3030212,PPE SAFETY BOOTS,HALB,KG,26-08-2022,USER002,BPS,M,,86913939,B,209848.42
M9150602,GREASE INDUSTRIAL EP2 — Var 10,3030205,GREASE INDUSTRIAL EP2,HALB,KG,30-12-2021,USER012,,M,,84243879,C,89977.27
M9144961,QUARTZITE BLAST FURNACE — Var 10,1010007,QUARTZITE BLAST FURNACE,HALB,KG,29-04-2023,USER011,KLN,M,,92027048,C,304293.39
M3798595,COKING COAL IMPORTED AUS PREMIUM — Var 9,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,31-03-2021,USER001,,M,,89001795,A,113384.04
M9174425,VALVE PNEUMATIC ACTUATOR — Var 10,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,18-02-2022,USER001,,M,,90845296,B,325483.49
M3185029,IRON ORE FINES OPEN MARKET — Var 6,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,16-05-2021,USER007,,M,,83034681,A,118421.99
M1764838,STATIONERY OFFICE SUPPLIES — Var 12,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,13-05-2023,USER006,BPS,M,,90048969,C,201557.67
M4927821,CONTRACT LABOUR PLANT MAINTENANCE — Var 5,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,05-02-2023,USER012,,M,,97508434,B,64621.1
M6506215,FERRO MANGANESE Mn78 — Var 2,1010010,FERRO MANGANESE Mn78,HALB,KG,26-01-2019,USER004,KLN,M,,89969340,C,246617.98
M8712035,DOLOMITE LUMPS — Var 5,1010006,DOLOMITE LUMPS,HALB,KG,28-04-2019,USER007,,M,X,79128902,A,492299.56
M9268682,REFRACTORY MORTAR — Var 11,2020103,REFRACTORY MORTAR,HALB,KG,01-09-2022,USER012,,M,,92101366,C,419981.92
M9421818,LUBRICATION OIL TURBINE — Var 9,3030206,LUBRICATION OIL TURBINE,HALB,KG,08-03-2022,USER006,,M,,93873911,C,338262.31
M4209629,WELDING ELECTRODE E7018 — Var 6,3030215,WELDING ELECTRODE E7018,HALB,KG,01-03-2022,USER009,,M,X,94049386,C,319653.04
M6289331,IRON ORE LUMPS MARKET — Var 9,1010003,IRON ORE LUMPS MARKET,ROH,TON,08-01-2023,USER006,,M,,98347974,B,81102.94
M6427021,LUBRICATION OIL TURBINE — Var 12,3030206,LUBRICATION OIL TURBINE,HALB,KG,10-05-2019,USER002,JSR,M,,83571410,C,76046.1
M2987132,DOLOMITE LUMPS — Var 3,1010006,DOLOMITE LUMPS,HALB,KG,05-12-2019,USER004,DOL,M,,95988514,B,455358.7
M3278090,IRON ORE FINES OPEN MARKET — Var 8,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,08-09-2021,USER008,ANG,M,,99008305,C,453598.08
M4321723,IRON ORE FINES OPEN MARKET — Var 12,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,22-12-2021,USER010,,M,,76761243,B,415526.26
M9860616,GREASE INDUSTRIAL EP2 — Var 9,3030205,GREASE INDUSTRIAL EP2,HALB,KG,11-01-2022,USER009,DOL,M,,74700051,C,86856.51
M2783871,CONTRACT LABOUR PLANT MAINTENANCE — Var 11,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,13-03-2019,USER001,,M,,74118062,C,86996.93
M6821956,BEARING MECHANICAL SPARE SKF — Var 7,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,20-09-2019,USER005,,M,,76323758,B,124175.13
M5148319,SCRAP HEAVY MELT — Var 9,1010009,SCRAP HEAVY MELT,HALB,KG,11-12-2021,USER008,,M,,99044255,C,203119.49
M8925293,BEARING MECHANICAL SPARE SKF — Var 3,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,11-02-2022,USER005,JSR,M,,92278471,C,241326.07
M4378218,HYDRAULIC OIL ISO 68 — Var 10,3030204,HYDRAULIC OIL ISO 68,HALB,KG,09-09-2020,USER003,BPS,M,,84907713,B,189238.17
M6541575,BEARING MECHANICAL SPARE TIMKEN — Var 5,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,03-01-2020,USER003,KLN,M,,76434568,A,14566.8
M5152891,COAL THERMAL GRADE A 5K — Var 11,1010001,COAL THERMAL GRADE A 5K,ROH,TON,02-03-2024,USER002,,M,,98477067,C,341974.18
M8969074,BEARING MECHANICAL SPARE SKF — Var 1,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,17-04-2022,USER006,,M,,79662666,C,428943.88
M1924076,PPE SAFETY BOOTS — Var 6,3030212,PPE SAFETY BOOTS,HALB,KG,27-01-2019,USER006,,M,,76548347,C,143118.74
M6469702,PPE SAFETY BOOTS — Var 3,3030212,PPE SAFETY BOOTS,HALB,KG,27-11-2020,USER010,KLN,M,,94770704,A,221990.08
M7525614,TRANSPORT INPLANT — Var 2,4040304,TRANSPORT INPLANT,ANLZ,EA,23-09-2020,USER010,,M,,72511048,C,299787.76
M7124528,FERRO SILICON FeSi75 — Var 8,1010012,FERRO SILICON FeSi75,HALB,KG,07-05-2023,USER010,,M,,89951927,B,6985.87
M3165933,WELDING ELECTRODE E7018 — Var 10,3030215,WELDING ELECTRODE E7018,HALB,KG,16-04-2020,USER001,DOL,M,,78900964,C,315547.29
M2760115,BEARING MECHANICAL SPARE SKF — Var 7,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,08-10-2020,USER004,VSP,M,,73964378,B,316339.61
M8171161,FERRO MANGANESE Mn78 — Var 11,1010010,FERRO MANGANESE Mn78,HALB,KG,16-05-2021,USER008,,M,,82388090,B,151486.25
M4632485,IRON ORE FINES OPEN MARKET — Var 10,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,13-12-2021,USER007,VSP,M,,90491345,B,245598.79
M2173318,COKING COAL IMPORTED AUS PREMIUM — Var 10,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,27-10-2020,USER003,KLN,M,,97861241,A,161919.63
M2840666,BEARING MECHANICAL SPARE SKF — Var 6,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,22-09-2022,USER002,KLN,M,,98037058,A,365722.47
M2329467,QUARTZITE BLAST FURNACE — Var 2,1010007,QUARTZITE BLAST FURNACE,HALB,KG,27-04-2024,USER012,,M,,94313991,C,362484.19
M4783133,HOUSEKEEPING SERVICES MONTHLY — Var 3,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,13-08-2019,USER006,JSR,M,,79783545,B,71205.91
M2055762,PPE HELMET SAFETY — Var 11,3030211,PPE HELMET SAFETY,HALB,KG,31-03-2022,USER006,DOL,M,,84239754,C,195886.57
M8999684,WELDING ELECTRODE E7018 — Var 9,3030215,WELDING ELECTRODE E7018,HALB,KG,07-09-2020,USER007,DOL,M,,84995991,B,111008.18
M5447008,HYDRAULIC HOSE INDUSTRIAL — Var 3,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,06-03-2024,USER005,DOL,M,,99995125,C,203000.75
M6811005,GREASE INDUSTRIAL EP2 — Var 5,3030205,GREASE INDUSTRIAL EP2,HALB,KG,01-07-2020,USER006,ANG,M,,91269580,A,487336.81
M1427957,CONTRACT LABOUR PLANT MAINTENANCE — Var 2,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,02-01-2022,USER004,ANG,M,,88662826,C,392311.74
M1716229,PPE HELMET SAFETY — Var 8,3030211,PPE HELMET SAFETY,HALB,KG,14-06-2019,USER010,VSP,M,,73655589,C,219207.06
M5515111,IRON ORE LUMPS MARKET — Var 8,1010003,IRON ORE LUMPS MARKET,ROH,TON,21-07-2020,USER002,,M,,73254307,C,101204.78
M4061143,PPE HELMET SAFETY — Var 8,3030211,PPE HELMET SAFETY,HALB,KG,10-03-2024,USER008,,M,,79789415,A,161456.84
M8204386,NITROGEN GAS LIQUID — Var 12,1010015,NITROGEN GAS LIQUID,HALB,KG,12-09-2021,USER006,,M,,81478158,C,122703.14
M8681099,STATIONERY OFFICE SUPPLIES — Var 11,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,13-06-2023,USER004,ANG,M,,89848409,C,440092.26
M8597181,NITROGEN GAS LIQUID — Var 2,1010015,NITROGEN GAS LIQUID,HALB,KG,24-04-2019,USER003,BPS,M,,85774749,C,265607.34
M2108327,OXYGEN GAS LIQUID — Var 6,1010014,OXYGEN GAS LIQUID,HALB,KG,03-10-2022,USER010,,M,,91725658,B,210462.41
M7215804,STATIONERY OFFICE SUPPLIES — Var 7,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,13-08-2022,USER007,,M,,87052174,B,316044.77
M8462252,PPE HELMET SAFETY — Var 11,3030211,PPE HELMET SAFETY,HALB,KG,19-06-2022,USER006,DOL,M,,91074706,A,204809.0
M1152195,SCRAP HEAVY MELT — Var 6,1010009,SCRAP HEAVY MELT,HALB,KG,06-11-2021,USER010,VSP,M,,96903624,C,113938.42
M6354671,GREASE INDUSTRIAL EP2 — Var 3,3030205,GREASE INDUSTRIAL EP2,HALB,KG,04-01-2022,USER012,JSR,M,,79573714,A,330841.94
M2528554,CONTRACT LABOUR PLANT MAINTENANCE — Var 2,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,07-02-2022,USER005,,M,,72294129,B,21158.13
M9083252,REFRACTORY CASTABLE HIGH ALUMINA — Var 1,2020102,REFRACTORY CASTABLE HIGH ALUMINA,HALB,KG,15-11-2023,USER002,VSP,M,,78617734,C,456928.29
M5772081,PPE SAFETY BOOTS — Var 7,3030212,PPE SAFETY BOOTS,HALB,KG,25-03-2020,USER002,,M,,88561670,C,61515.5
M7233391,STATIONERY OFFICE SUPPLIES — Var 11,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,06-09-2021,USER003,,M,,85501189,C,489382.01
M4744008,GRAPHITE ELECTRODE 600MM — Var 12,2020109,GRAPHITE ELECTRODE 600MM,HALB,KG,15-03-2019,USER004,,M,,74582685,A,32609.63
M5478464,TONER CARTRIDGE LASER — Var 7,3030214,TONER CARTRIDGE LASER,HALB,KG,20-01-2021,USER002,,M,,88025666,B,106065.36
M8645604,GREASE INDUSTRIAL EP2 — Var 5,3030205,GREASE INDUSTRIAL EP2,HALB,KG,31-05-2020,USER006,ANG,M,,81279400,A,227493.1
M8617202,PPE SAFETY BOOTS — Var 2,3030212,PPE SAFETY BOOTS,HALB,KG,09-06-2021,USER002,,M,,83567622,C,382667.84
M4815165,GREASE INDUSTRIAL EP2 — Var 2,3030205,GREASE INDUSTRIAL EP2,HALB,KG,07-10-2023,USER007,BPS,M,,88625597,C,262739.23
