PR_Number,PR_Item,PR_Creation_Date,Plant,Purchase_Group,Material_Group,PR_Release_Date,PR_Requisitioner_Name,PR_Total_Value,Delivery_Date,PR_Approver
100009785,40,13-12-2025,BPS,P40-BPS,3030203,18-12-2025,User459,12382.72,04-02-2026,Approver15
100008629,90,01-06-2025,ANG,P02-CENTRAL,2020109,12-06-2025,User295,1574484.31,01-07-2025,Approver14
100009835,30,02-09-2025,ANG,P30-ANG,3030203,06-09-2025,User447,10315.86,11-10-2025,Approver19
100014921,70,17-11-2024,VSP,P60-VSP,4040308,22-11-2024,User969,224273.57,26-12-2024,Approver19
100007146,80,26-10-2025,ANG,P01-CENTRAL,1010008,31-10-2025,User950,863827.56,27-11-2025,Approver17
100006857,90,12-07-2024,ANG,P02-CENTRAL,1010005,14-07-2024,User811,374096.85,26-08-2024,Approver19
100009689,40,02-09-2024,DOL,P50-DOL,3030203,07-09-2024,User582,2817.41,28-09-2024,Approver5
100006089,30,29-03-2025,JSR,P01-CENTRAL,1010001,28-04-2025,User350,1538982.04,11-06-2025,Approver19
100011595,40,12-07-2025,ANG,P30-ANG,3030210,15-07-2025,User542,48312.43,02-09-2025,Approver17
100010122,40,19-07-2024,JSR,P11-JSR,3030204,25-07-2024,User568,16077.99,22-08-2024,Approver4
100010013,80,15-12-2024,VSP,P60-VSP,3030204,03-01-2025,User141,13023.81,21-01-2025,Approver19
100007596,40,27-08-2025,ANG,P01-CENTRAL,1010011,29-08-2025,User374,328264.1,19-09-2025,Approver5
100014472,50,15-10-2024,BPS,P40-BPS,4040302,18-10-2024,User544,231967.78,27-11-2024,Approver12
100009663,40,01-02-2025,KLN,P20-KLN,3030203,04-02-2025,User791,12755.28,17-02-2025,Approver17
100006621,20,21-10-2024,DOL,P01-CENTRAL,1010004,24-10-2024,User735,1199958.26,11-12-2024,Approver19
100014868,40,19-02-2025,ANG,P30-ANG,4040306,20-02-2025,User946,10454519.27,15-03-2025,Approver6
100006966,20,31-08-2024,JSR,P01-CENTRAL,1010006,09-09-2024,User440,237619.55,14-10-2024,Approver6
100008313,80,30-11-2025,DOL,P02-CENTRAL,2020103,01-12-2025,User712,188239.52,16-01-2026,Approver13
100012454,30,16-11-2025,ANG,P30-ANG,3030212,17-11-2025,User672,4642.39,07-01-2026,Approver16
100010334,70,09-05-2025,ANG,P30-ANG,3030205,04-06-2025,User897,9875.37,14-07-2025,Approver4
100007128,90,29-03-2025,VSP,P01-CENTRAL,1010007,30-03-2025,User844,178176.3,20-04-2025,Approver7
100006170,50,23-11-2024,BPS,P01-CENTRAL,1010002,30-12-2024,User702,1970956.57,11-02-2025,Approver18
100011267,60,27-11-2025,BPS,P40-BPS,3030208,03-12-2025,User743,21893.19,25-12-2025,Approver2
100006748,50,31-08-2024,KLN,P02-CENTRAL,1010004,14-09-2024,User183,1850544.43,01-11-2024,Approver19
100013101,50,18-11-2025,KLN,P20-KLN,3030213,21-11-2025,User654,516.22,15-01-2026,Approver3
100014245,30,02-07-2024,BPS,P40-BPS,4040301,10-07-2024,User847,439837.27,25-08-2024,Approver16
100007570,80,21-07-2024,VSP,P02-CENTRAL,1010010,22-07-2024,User671,820198.76,21-08-2024,Approver3
100007023,20,16-08-2024,VSP,P01-CENTRAL,1010006,17-08-2024,User713,475404.74,30-09-2024,Approver16
100008322,40,23-08-2024,BPS,P01-CENTRAL,2020103,27-08-2024,User610,195197.09,18-10-2024,Approver6
100010920,70,19-10-2024,ANG,P30-ANG,3030206,31-10-2024,User647,53091.67,07-12-2024,Approver13
100013579,80,11-07-2025,ANG,P30-ANG,3030215,12-07-2025,User137,3813.44,09-08-2025,Approver18
100006484,40,17-11-2024,JSR,P02-CENTRAL,1010003,26-01-2025,User260,1943367.1,10-03-2025,Approver15
100010908,80,03-12-2024,DOL,P50-DOL,3030206,04-12-2024,User342,22106.84,09-01-2025,Approver6
100007021,60,17-09-2025,DOL,P02-CENTRAL,1010006,29-09-2025,User162,474160.33,29-10-2025,Approver6
100006712,10,25-11-2025,KLN,P02-CENTRAL,1010004,29-11-2025,User291,1149615.01,09-01-2026,Approver15
100006555,20,06-10-2024,KLN,P01-CENTRAL,1010004,07-10-2024,User247,598729.86,28-10-2024,Approver18
100010528,70,10-12-2025,KLN,P20-KLN,3030205,12-12-2025,User164,2670.16,14-01-2026,Approver11
100014247,30,06-08-2025,ANG,P30-ANG,4040301,08-08-2025,User593,445255.76,15-09-2025,Approver11
100008992,50,14-05-2025,KLN,P20-KLN,3030201,16-05-2025,User896,31206.79,04-07-2025,Approver3
100007384,90,26-10-2025,VSP,P01-CENTRAL,1010009,27-10-2025,User443,1768057.04,29-11-2025,Approver5
100009025,50,09-09-2025,JSR,P11-JSR,3030201,10-09-2025,User405,9529.64,02-11-2025,Approver2
100010058,80,14-09-2025,VSP,P60-VSP,3030204,25-09-2025,User683,27226.68,15-11-2025,Approver13
100009510,90,20-08-2025,ANG,P30-ANG,3030202,22-08-2025,User967,35302.27,11-09-2025,Approver3
100006093,60,05-04-2025,ANG,P01-CENTRAL,1010001,06-04-2025,User136,15836.87,22-04-2025,Approver5
100008795,50,14-06-2025,KLN,P20-KLN,3030201,19-06-2025,User139,17853.94,24-07-2025,Approver11
100012179,60,08-04-2025,VSP,P60-VSP,3030212,16-04-2025,User822,3589.14,08-05-2025,Approver5
100012202,80,18-08-2025,DOL,P50-DOL,3030212,20-08-2025,User888,2262.07,01-10-2025,Approver7
100014808,40,25-06-2025,KLN,P20-KLN,4040304,26-06-2025,User166,800689.76,09-08-2025,Approver2
100007732,80,03-10-2025,ANG,P02-CENTRAL,1010012,04-10-2025,User340,649224.68,23-11-2025,Approver14
100013592,60,13-10-2025,ANG,P30-ANG,3030215,15-10-2025,User653,2603.84,21-11-2025,Approver16
100008796,70,11-08-2024,JSR,P10-JSR,3030201,16-08-2024,User760,20404.81,30-09-2024,Approver9
100007480,90,09-07-2024,BPS,P02-CENTRAL,1010010,14-07-2024,User644,786915.78,29-08-2024,Approver4
100006744,60,07-11-2025,KLN,P01-CENTRAL,1010004,19-11-2025,User367,1154255.85,09-01-2026,Approver19
100006268,50,19-03-2025,DOL,P02-CENTRAL,1010002,21-03-2025,User570,2621173.33,31-03-2025,Approver20
100008856,60,19-11-2025,KLN,P20-KLN,3030201,21-11-2025,User830,21742.93,15-12-2025,Approver12
100007069,80,20-12-2024,ANG,P02-CENTRAL,1010007,23-12-2024,User406,277197.55,01-02-2025,Approver10
100014315,80,09-09-2025,DOL,P50-DOL,4040302,12-09-2025,User433,583498.85,28-10-2025,Approver13
100011729,10,26-11-2024,VSP,P60-VSP,3030211,28-11-2024,User849,1876.26,19-12-2024,Approver15
100013692,60,02-03-2025,DOL,P50-DOL,3030215,15-03-2025,User835,1459.86,13-04-2025,Approver17
100009957,20,22-02-2025,BPS,P40-BPS,3030203,27-02-2025,User632,4539.96,05-04-2025,Approver4
100010483,70,09-09-2025,BPS,P40-BPS,3030205,13-09-2025,User857,5193.86,09-10-2025,Approver11
100014139,20,22-07-2025,ANG,P30-ANG,4040301,28-07-2025,User613,358503.51,27-08-2025,Approver8
100011890,80,30-06-2025,DOL,P50-DOL,3030211,07-07-2025,User236,1102.68,19-08-2025,Approver5
100006510,30,10-07-2024,DOL,P02-CENTRAL,1010003,28-07-2024,User278,1335100.85,03-09-2024,Approver12
100012135,90,22-03-2025,ANG,P30-ANG,3030211,28-03-2025,User226,1348.12,13-04-2025,Approver5
100008088,90,27-11-2024,JSR,P02-CENTRAL,1010015,28-11-2024,User558,310037.78,09-01-2025,Approver17
100013119,50,25-07-2024,ANG,P30-ANG,3030213,28-07-2024,User362,932.14,24-08-2024,Approver17
100008084,20,16-09-2025,JSR,P02-CENTRAL,1010015,17-09-2025,User946,208305.21,21-10-2025,Approver7
100007955,50,20-08-2025,BPS,P01-CENTRAL,1010014,21-08-2025,User183,731399.38,11-09-2025,Approver14
100013111,80,23-06-2025,ANG,P30-ANG,3030213,03-07-2025,User197,839.63,10-08-2025,Approver17
100012049,90,20-02-2025,ANG,P30-ANG,3030211,23-02-2025,User595,832.68,14-03-2025,Approver4
100007323,10,27-02-2025,JSR,P01-CENTRAL,1010009,01-03-2025,User499,829803.4,22-03-2025,Approver7
100010639,30,07-07-2024,VSP,P60-VSP,3030205,19-07-2024,User930,4415.36,07-08-2024,Approver10
100014272,20,26-11-2024,JSR,P10-JSR,4040301,28-11-2024,User628,593372.74,25-12-2024,Approver11
100008255,80,09-07-2024,VSP,P02-CENTRAL,2020102,12-07-2024,User253,553322.09,14-08-2024,Approver13
100012443,50,08-09-2024,ANG,P30-ANG,3030212,11-09-2024,User234,2106.44,31-10-2024,Approver5
100012994,30,01-12-2024,JSR,P11-JSR,3030213,03-12-2024,User450,1033.12,16-12-2024,Approver15
100008615,30,31-10-2025,JSR,P01-CENTRAL,2020109,01-11-2025,User197,2770449.59,07-12-2025,Approver4
100013194,30,20-10-2024,DOL,P50-DOL,3030214,28-10-2024,User943,2811.55,14-11-2024,Approver18
100010333,40,10-09-2024,BPS,P40-BPS,3030205,11-09-2024,User767,5579.18,24-10-2024,Approver12
100012383,60,27-10-2024,ANG,P30-ANG,3030212,01-11-2024,User904,3724.81,20-12-2024,Approver2
100010349,80,25-12-2025,DOL,P50-DOL,3030205,28-12-2025,User573,5069.97,11-02-2026,Approver15
100006266,70,23-07-2024,JSR,P01-CENTRAL,1010002,24-07-2024,User105,2217315.23,15-08-2024,Approver8
100008693,10,23-07-2024,DOL,P01-CENTRAL,2020112,26-07-2024,User587,1532322.67,27-08-2024,Approver7
100014568,80,18-04-2025,ANG,P30-ANG,4040303,26-04-2025,User151,494958.14,06-06-2025,Approver15
100010008,70,14-01-2025,JSR,P11-JSR,3030204,19-01-2025,User197,13720.16,03-03-2025,Approver13
100010869,30,08-09-2025,KLN,P20-KLN,3030206,10-09-2025,User608,24136.99,24-09-2025,Approver6
100009574,60,19-01-2025,VSP,P60-VSP,3030203,05-02-2025,User722,10144.38,17-03-2025,Approver6
100008035,90,07-06-2025,VSP,P02-CENTRAL,1010015,14-06-2025,User385,207048.86,26-06-2025,Approver13
100007489,40,12-04-2025,BPS,P02-CENTRAL,1010010,24-04-2025,User959,351599.93,18-05-2025,Approver19
100012563,60,24-02-2025,VSP,P60-VSP,3030212,25-02-2025,User742,4965.26,22-03-2025,Approver3
100013656,10,27-04-2025,VSP,P60-VSP,3030215,07-05-2025,User346,5169.56,27-05-2025,Approver18
100006731,60,24-02-2025,KLN,P02-CENTRAL,1010004,05-03-2025,User560,1234695.03,24-03-2025,Approver19
100009644,50,22-12-2024,ANG,P30-ANG,3030203,26-12-2024,User743,7266.45,29-01-2025,Approver17
100011389,90,14-07-2024,VSP,P60-VSP,3030209,15-07-2024,User698,161617.28,13-08-2024,Approver14
100009847,60,30-10-2024,ANG,P30-ANG,3030203,31-10-2024,User711,4978.23,29-11-2024,Approver6
100012818,50,19-12-2025,KLN,P20-KLN,3030213,21-12-2025,User835,345.18,09-02-2026,Approver17
100013972,10,03-11-2024,JSR,P11-JSR,3030216,04-11-2024,User859,57028.75,01-12-2024,Approver7
100008934,90,26-10-2024,DOL,P50-DOL,3030201,28-10-2024,User865,34764.98,10-11-2024,Approver11
100013323,50,08-10-2025,KLN,P20-KLN,3030214,12-10-2025,User523,2862.21,05-11-2025,Approver10
100008524,90,01-02-2025,DOL,P02-CENTRAL,2020107,12-02-2025,User944,399245.69,26-03-2025,Approver7
100015060,60,18-06-2025,JSR,P11-JSR,4040308,23-06-2025,User784,312324.53,12-07-2025,Approver2
100013016,80,11-10-2024,KLN,P20-KLN,3030213,16-10-2024,User258,1139.83,02-11-2024,Approver5
100012790,20,28-04-2025,VSP,P60-VSP,3030213,04-05-2025,User517,1424.85,25-06-2025,Approver14
100008749,90,15-03-2025,JSR,P10-JSR,3030201,31-03-2025,User456,11172.56,17-04-2025,Approver9
100009083,40,20-04-2025,VSP,P60-VSP,3030201,23-05-2025,User273,26115.1,14-07-2025,Approver13
100010360,60,06-12-2024,JSR,P11-JSR,3030205,10-12-2024,User655,8201.02,20-01-2025,Approver19
100009245,60,03-11-2025,ANG,P30-ANG,3030202,06-11-2025,User654,37162.49,11-12-2025,Approver17
100012143,80,05-08-2024,DOL,P50-DOL,3030211,15-08-2024,User437,1557.85,29-08-2024,Approver12
100006583,60,23-11-2024,VSP,P02-CENTRAL,1010004,02-12-2024,User747,1197715.81,28-12-2024,Approver8
100014752,70,15-05-2025,JSR,P10-JSR,4040304,16-05-2025,User991,289443.42,03-07-2025,Approver9
100013189,50,20-01-2025,ANG,P30-ANG,3030214,23-01-2025,User870,7709.46,26-02-2025,Approver5
100013903,20,21-12-2024,DOL,P50-DOL,3030216,26-12-2024,User684,55435.85,22-01-2025,Approver1
100011363,90,07-06-2025,ANG,P30-ANG,3030209,08-06-2025,User793,299795.39,15-07-2025,Approver13
100008509,10,14-09-2025,DOL,P02-CENTRAL,2020107,19-09-2025,User751,675802.16,10-10-2025,Approver2
100009885,20,15-12-2024,KLN,P20-KLN,3030203,19-12-2024,User752,9682.7,15-01-2025,Approver10
100007072,80,23-12-2024,ANG,P01-CENTRAL,1010007,24-12-2024,User319,265790.34,22-01-2025,Approver7
100009515,40,01-06-2025,DOL,P50-DOL,3030202,23-06-2025,User540,21689.85,31-08-2025,Approver4
100006593,70,09-09-2024,BPS,P02-CENTRAL,1010004,10-09-2024,User467,32400.4,29-09-2024,Approver12
100010569,50,27-11-2025,DOL,P50-DOL,3030205,05-12-2025,User294,4120.93,12-01-2026,Approver6
100012379,30,24-12-2024,VSP,P60-VSP,3030212,20-01-2025,User602,3911.51,24-02-2025,Approver12
100015144,60,15-06-2024,VSP,P01-CENTRAL,5050401,26-06-2024,User649,21611562.76,17-08-2024,Approver5
100011548,60,25-09-2025,BPS,P40-BPS,3030210,28-09-2025,User621,23048.63,14-10-2025,Approver14
100013621,10,11-08-2025,VSP,P60-VSP,3030215,13-08-2025,User615,4355.71,02-09-2025,Approver11
100012178,20,01-08-2024,BPS,P40-BPS,3030212,06-08-2024,User849,1492.68,01-09-2024,Approver6
100011795,20,14-11-2025,KLN,P20-KLN,3030211,21-11-2025,User937,910.02,02-12-2025,Approver18
100012272,10,06-07-2025,VSP,P60-VSP,3030212,07-07-2025,User663,5660.56,21-07-2025,Approver8
100010723,70,21-08-2024,ANG,P30-ANG,3030206,08-09-2024,User713,26574.77,15-10-2024,Approver13
100010373,60,05-11-2025,KLN,P20-KLN,3030205,07-11-2025,User331,10416.93,28-11-2025,Approver20
100011156,80,08-02-2025,ANG,P30-ANG,3030208,13-02-2025,User607,48402.3,13-03-2025,Approver12
100013951,60,02-12-2025,VSP,P60-VSP,3030216,08-12-2025,User705,35215.48,15-01-2026,Approver20
100011462,50,10-10-2024,BPS,P40-BPS,3030210,21-10-2024,User284,99487.67,18-11-2024,Approver7
100014785,60,09-07-2025,ANG,P30-ANG,4040304,15-07-2025,User515,229999.97,12-09-2025,Approver7
100014889,90,05-08-2025,VSP,P60-VSP,4040307,11-08-2025,User441,2983220.37,30-09-2025,Approver4
100009308,70,27-03-2025,DOL,P50-DOL,3030202,02-04-2025,User112,28542.8,19-05-2025,Approver3
100009904,10,08-08-2024,KLN,P20-KLN,3030203,12-08-2024,User746,12293.06,13-09-2024,Approver1
100014853,20,28-12-2024,ANG,P30-ANG,4040305,05-01-2025,User286,4199837.95,04-02-2025,Approver5
100010814,10,17-09-2025,ANG,P30-ANG,3030206,25-09-2025,User965,75053.56,07-11-2025,Approver20
100014722,90,17-12-2025,KLN,P20-KLN,4040304,20-12-2025,User616,216277.92,28-12-2025,Approver7
100012956,60,22-07-2025,JSR,P10-JSR,3030213,25-07-2025,User807,683.19,06-08-2025,Approver12
100009756,10,21-08-2025,VSP,P60-VSP,3030203,23-08-2025,User587,19523.79,14-10-2025,Approver3
100012240,60,21-07-2024,DOL,P50-DOL,3030212,30-07-2024,User173,3196.46,08-09-2024,Approver15
100014949,10,12-04-2025,ANG,P30-ANG,4040308,28-04-2025,User763,192628.07,20-06-2025,Approver20
100006922,80,06-09-2024,ANG,P02-CENTRAL,1010005,08-09-2024,User116,666858.68,18-10-2024,Approver10
100012596,90,01-12-2025,KLN,P20-KLN,3030213,12-12-2025,User663,1019.82,23-12-2025,Approver14
100012728,70,18-09-2025,ANG,P30-ANG,3030213,24-09-2025,User334,1148.12,28-10-2025,Approver11
100011426,40,24-09-2025,ANG,P30-ANG,3030209,27-09-2025,User949,186091.84,14-11-2025,Approver6
100007666,10,23-01-2025,ANG,P02-CENTRAL,1010011,24-01-2025,User726,1377027.86,03-02-2025,Approver14
100012761,50,12-10-2024,JSR,P11-JSR,3030213,27-10-2024,User929,800.38,30-11-2024,Approver4
100013978,80,08-01-2025,BPS,P40-BPS,3030216,09-01-2025,User238,18270.23,21-02-2025,Approver9
100011510,60,19-09-2024,ANG,P30-ANG,3030210,06-10-2024,User594,28587.37,25-11-2024,Approver9
100008803,50,12-05-2025,BPS,P40-BPS,3030201,14-05-2025,User547,9085.79,28-05-2025,Approver1
100008089,20,23-08-2024,JSR,P01-CENTRAL,1010015,29-08-2024,User817,320703.88,09-10-2024,Approver11
100008393,80,03-08-2024,JSR,P02-CENTRAL,2020104,04-08-2024,User410,2562680.55,11-09-2024,Approver13
100013377,40,10-10-2024,JSR,P10-JSR,3030214,12-10-2024,User437,5524.33,01-11-2024,Approver19
100013704,40,19-07-2024,VSP,P60-VSP,3030215,23-07-2024,User445,3834.13,03-09-2024,Approver6
100013853,80,24-02-2025,BPS,P40-BPS,3030216,28-02-2025,User885,23020.97,29-03-2025,Approver19
100006701,30,02-09-2025,VSP,P01-CENTRAL,1010004,09-09-2025,User127,2219147.43,26-10-2025,Approver10
100013392,50,03-06-2025,VSP,P60-VSP,3030214,05-06-2025,User436,2455.04,12-07-2025,Approver7
100014117,80,16-12-2024,DOL,P50-DOL,4040301,31-12-2024,User998,596888.21,25-01-2025,Approver4
100006107,10,24-09-2025,ANG,P01-CENTRAL,1010001,30-09-2025,User876,2779305.17,16-10-2025,Approver1
100012632,50,25-11-2024,DOL,P50-DOL,3030213,26-11-2024,User737,641.01,21-01-2025,Approver12
100007497,90,02-08-2025,BPS,P02-CENTRAL,1010010,06-08-2025,User188,754860.56,18-08-2025,Approver19
100012854,60,01-04-2025,JSR,P10-JSR,3030213,02-04-2025,User669,861.05,03-05-2025,Approver3
100008813,50,06-10-2025,VSP,P60-VSP,3030201,07-10-2025,User707,7825.78,12-11-2025,Approver12
100013205,70,04-09-2025,KLN,P20-KLN,3030214,07-09-2025,User618,6399.74,14-10-2025,Approver17
100008859,10,08-06-2025,VSP,P60-VSP,3030201,17-06-2025,User663,16932.12,13-07-2025,Approver1
100011051,70,01-09-2025,BPS,P40-BPS,3030207,04-09-2025,User812,111695.39,25-09-2025,Approver14
100010332,80,09-08-2025,BPS,P40-BPS,3030205,14-08-2025,User347,5525.98,20-10-2025,Approver14
100008466,20,21-11-2024,VSP,P02-CENTRAL,2020106,25-11-2024,User320,465113.58,17-01-2025,Approver9
100015014,70,18-11-2025,JSR,P11-JSR,4040308,19-11-2025,User159,114832.05,19-12-2025,Approver8
100012176,50,08-10-2024,KLN,P20-KLN,3030212,22-10-2024,User180,2287.16,05-11-2024,Approver2
100009711,50,04-02-2025,ANG,P30-ANG,3030203,07-02-2025,User340,8045.19,22-03-2025,Approver6
100006417,70,30-07-2025,KLN,P01-CENTRAL,1010003,21-08-2025,User973,1581683.86,05-09-2025,Approver3
100014098,90,27-09-2024,BPS,P40-BPS,4040301,07-10-2024,User562,605902.02,07-11-2024,Approver3
100014286,90,05-01-2025,KLN,P20-KLN,4040302,10-01-2025,User725,138865.86,04-02-2025,Approver13
100006213,90,03-05-2025,JSR,P01-CENTRAL,1010002,04-05-2025,User580,2523649.48,28-05-2025,Approver9
100010181,40,19-10-2024,VSP,P60-VSP,3030204,23-10-2024,User834,10560.17,08-12-2024,Approver7
100011868,60,22-02-2025,JSR,P11-JSR,3030211,14-03-2025,User766,967.44,23-04-2025,Approver2
100013268,70,16-11-2024,BPS,P40-BPS,3030214,22-11-2024,User690,6673.37,21-12-2024,Approver10
100007502,10,27-01-2025,VSP,P02-CENTRAL,1010010,28-01-2025,User856,339405.25,18-02-2025,Approver16
100010538,10,23-11-2024,BPS,P40-BPS,3030205,02-12-2024,User815,7928.53,09-01-2025,Approver5
100012830,90,15-12-2024,JSR,P11-JSR,3030213,18-12-2024,User785,728.45,13-01-2025,Approver15
100015037,90,03-08-2024,JSR,P10-JSR,4040308,15-08-2024,User641,225246.61,09-09-2024,Approver10
100010276,10,27-03-2025,ANG,P30-ANG,3030204,28-03-2025,User698,8973.23,11-05-2025,Approver6
100007993,70,22-08-2025,JSR,P02-CENTRAL,1010014,25-08-2025,User148,691447.81,30-09-2025,Approver19
100011139,10,13-10-2024,KLN,P20-KLN,3030208,29-10-2024,User738,37301.78,20-11-2024,Approver10
100011505,10,18-06-2025,DOL,P50-DOL,3030210,25-06-2025,User572,61438.07,09-07-2025,Approver17
100007148,80,07-12-2025,VSP,P01-CENTRAL,1010008,15-12-2025,User496,837379.63,25-01-2026,Approver6
100008955,80,19-11-2025,KLN,P20-KLN,3030201,20-11-2025,User707,10309.59,15-12-2025,Approver20
100010223,10,22-08-2025,ANG,P30-ANG,3030204,23-08-2025,User642,15451.81,26-09-2025,Approver2
100006108,30,06-11-2025,JSR,P02-CENTRAL,1010001,10-11-2025,User854,1447979.87,19-11-2025,Approver17
100007672,20,21-05-2025,BPS,P02-CENTRAL,1010011,31-05-2025,User332,957708.82,21-07-2025,Approver4
100006915,90,11-12-2024,VSP,P02-CENTRAL,1010005,15-12-2024,User262,407900.24,24-01-2025,Approver16
100010948,70,21-01-2025,KLN,P20-KLN,3030207,02-02-2025,User127,35982.73,25-02-2025,Approver19
100007079,20,30-06-2025,VSP,P01-CENTRAL,1010007,03-07-2025,User828,259685.88,09-08-2025,Approver10
100014830,50,12-09-2024,ANG,P30-ANG,4040305,18-09-2024,User733,4364682.55,13-10-2024,Approver2
100006448,10,05-10-2024,JSR,P01-CENTRAL,1010003,09-10-2024,User241,2025518.05,26-11-2024,Approver7
100012731,70,10-09-2024,DOL,P50-DOL,3030213,13-09-2024,User672,559.67,29-09-2024,Approver13
100012195,10,18-06-2025,KLN,P20-KLN,3030212,22-06-2025,User850,2074.5,29-07-2025,Approver3
100014759,60,18-08-2025,ANG,P30-ANG,4040304,24-08-2025,User777,308983.78,16-09-2025,Approver3
100010418,50,06-11-2024,BPS,P40-BPS,3030205,10-11-2024,User187,6136.48,28-11-2024,Approver12
100010429,20,13-03-2025,DOL,P50-DOL,3030205,21-03-2025,User698,9375.7,20-04-2025,Approver17
100006765,20,11-09-2025,ANG,P01-CENTRAL,1010004,13-09-2025,User558,1637608.23,18-10-2025,Approver14
100014498,60,17-05-2025,BPS,P40-BPS,4040303,21-05-2025,User991,549995.77,14-06-2025,Approver1
100014013,90,18-04-2025,ANG,P30-ANG,3030216,19-04-2025,User793,20856.55,30-05-2025,Approver9
100011504,70,01-12-2024,VSP,P60-VSP,3030210,06-12-2024,User154,37895.6,26-12-2024,Approver4
100010520,30,01-09-2024,ANG,P30-ANG,3030205,05-09-2024,User815,4452.2,14-10-2024,Approver16
100008500,80,06-10-2025,VSP,P01-CENTRAL,2020107,10-10-2025,User190,891049.88,26-11-2025,Approver16
100008610,30,28-11-2025,BPS,P01-CENTRAL,2020108,01-12-2025,User562,540599.88,14-12-2025,Approver14
100010732,30,14-07-2024,BPS,P40-BPS,3030206,19-07-2024,User253,28054.49,02-09-2024,Approver5
100010093,50,21-09-2024,JSR,P10-JSR,3030204,22-09-2024,User875,8390.09,21-10-2024,Approver19
100006519,50,29-07-2024,KLN,P01-CENTRAL,1010003,30-07-2024,User929,1409335.27,26-08-2024,Approver7
100010902,40,18-06-2024,KLN,P20-KLN,3030206,28-06-2024,User579,33202.41,07-08-2024,Approver19
100009124,40,28-11-2025,VSP,P60-VSP,3030201,07-12-2025,User769,18675.57,28-12-2025,Approver18
100007085,60,01-12-2025,VSP,P02-CENTRAL,1010007,04-12-2025,User469,261428.22,14-12-2025,Approver16
100006240,70,08-03-2025,ANG,P01-CENTRAL,1010002,11-03-2025,User992,1896802.36,29-04-2025,Approver15
100008233,50,17-08-2024,BPS,P02-CENTRAL,2020102,30-08-2024,User670,671659.14,19-09-2024,Approver18
100014295,10,06-09-2024,ANG,P30-ANG,4040302,15-09-2024,User560,150209.96,15-11-2024,Approver19
100012114,60,17-09-2024,KLN,P20-KLN,3030211,19-09-2024,User361,2126.29,26-10-2024,Approver14
100012367,30,21-04-2025,DOL,P50-DOL,3030212,23-04-2025,User228,3005.17,12-05-2025,Approver10
100006223,40,14-12-2025,JSR,P02-CENTRAL,1010002,27-12-2025,User327,1115787.6,12-01-2026,Approver11
100015036,40,22-07-2025,KLN,P20-KLN,4040308,25-07-2025,User884,244796.57,08-09-2025,Approver18
100008651,30,10-04-2025,VSP,P01-CENTRAL,2020110,14-04-2025,User223,9943702.59,30-04-2025,Approver3
100014617,70,02-06-2025,JSR,P10-JSR,4040304,07-06-2025,User858,422320.88,19-07-2025,Approver5
100013128,10,25-02-2025,KLN,P20-KLN,3030213,01-03-2025,User612,445.47,10-04-2025,Approver5
100013504,40,12-08-2024,JSR,P10-JSR,3030215,17-08-2024,User755,3905.64,27-09-2024,Approver10
